id,name,section,provisional,country,url,image,pdf
241,HUNGARIAN HOUND - TRANSYLVANIAN SCENT HOUND,Scent hounds,,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-HOUND-TRANSYLVANIAN-SCENT-HOUND-241.html,http://www.fci.be/Nomenclature/Illustrations/241g06.jpg,http://www.fci.be/Nomenclature/Standards/241g06-en.pdf
242,NORWEGIAN ELKHOUND GREY,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-GREY-242.html,http://www.fci.be/Nomenclature/Illustrations/242g05.jpg,http://www.fci.be/Nomenclature/Standards/242g05-en.pdf
243,ALASKAN MALAMUTE,Nordic Sledge Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/ALASKAN-MALAMUTE-243.html,,http://www.fci.be/Nomenclature/Standards/243g05-en.pdf
244,SLOVAKIAN HOUND,Scent hounds,,SLOVAKIA,http://www.fci.be/en/nomenclature/SLOVAKIAN-HOUND-244.html,,http://www.fci.be/Nomenclature/Standards/244g06-en.pdf
245,BOHEMIAN WIRE-HAIRED POINTING GRIFFON,Continental Pointing Dogs,,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/BOHEMIAN-WIRE-HAIRED-POINTING-GRIFFON-245.html,,http://www.fci.be/Nomenclature/Standards/245g07-en.pdf
246,CESKY TERRIER,Small sized Terriers,,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/CESKY-TERRIER-246.html,http://www.fci.be/Nomenclature/Illustrations/246g03.jpg,http://www.fci.be/Nomenclature/Standards/246g03-en.pdf
247,ATLAS MOUNTAIN DOG (AIDI),Molossian type,,MOROCCO,http://www.fci.be/en/nomenclature/ATLAS-MOUNTAIN-DOG-AIDI-247.html,,http://www.fci.be/Nomenclature/Standards/247g02-en.pdf
248,PHARAOH HOUND,Primitive type,,MALTA,http://www.fci.be/en/nomenclature/PHARAOH-HOUND-248.html,,http://www.fci.be/Nomenclature/Standards/248g05-en.pdf
249,MAJORCA MASTIFF,Molossian type,,SPAIN,http://www.fci.be/en/nomenclature/MAJORCA-MASTIFF-249.html,,http://www.fci.be/Nomenclature/Standards/249g02-en.pdf
250,HAVANESE,Bichons and related breeds,,CUBA,http://www.fci.be/en/nomenclature/HAVANESE-250.html,,http://www.fci.be/Nomenclature/Standards/250g09-en.pdf
251,POLISH LOWLAND SHEEPDOG,Sheepdogs,,POLAND,http://www.fci.be/en/nomenclature/POLISH-LOWLAND-SHEEPDOG-251.html,http://www.fci.be/Nomenclature/Illustrations/251g01.jpg,http://www.fci.be/Nomenclature/Standards/251g01-en.pdf
252,TATRA SHEPHERD DOG,Sheepdogs,,POLAND,http://www.fci.be/en/nomenclature/TATRA-SHEPHERD-DOG-252.html,http://www.fci.be/Nomenclature/Illustrations/252g01.jpg,http://www.fci.be/Nomenclature/Standards/252g01-en.pdf
253,PUG,Small Molossian type Dogs,,CHINA,http://www.fci.be/en/nomenclature/PUG-253.html,http://www.fci.be/Nomenclature/Illustrations/253g09.jpg,http://www.fci.be/Nomenclature/Standards/253g09-en.pdf
254,ALPINE DACHSBRACKE,Leash (scent) Hounds,,AUSTRIA,http://www.fci.be/en/nomenclature/ALPINE-DACHSBRACKE-254.html,,http://www.fci.be/Nomenclature/Standards/254g06-en.pdf
255,AKITA,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/AKITA-255.html,http://www.fci.be/Nomenclature/Illustrations/255g05.jpg,http://www.fci.be/Nomenclature/Standards/255g05-en.pdf
257,SHIBA,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/SHIBA-257.html,http://www.fci.be/Nomenclature/Illustrations/257g05.jpg,http://www.fci.be/Nomenclature/Standards/257g05-en.pdf
259,JAPANESE TERRIER,Small sized Terriers,,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-TERRIER-259.html,http://www.fci.be/Nomenclature/Illustrations/259g03.jpg,http://www.fci.be/Nomenclature/Standards/259g03-en.pdf
260,TOSA,Molossian type,,JAPAN,http://www.fci.be/en/nomenclature/TOSA-260.html,http://www.fci.be/Nomenclature/Illustrations/260g02.jpg,http://www.fci.be/Nomenclature/Standards/260g02-en.pdf
261,HOKKAIDO,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/HOKKAIDO-261.html,http://www.fci.be/Nomenclature/Illustrations/261g05.jpg,http://www.fci.be/Nomenclature/Standards/261g05-en.pdf
262,JAPANESE SPITZ,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-SPITZ-262.html,http://www.fci.be/Nomenclature/Illustrations/262g05.jpg,http://www.fci.be/Nomenclature/Standards/262g05-en.pdf
263,CHESAPEAKE BAY RETRIEVER,Retrievers,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/CHESAPEAKE-BAY-RETRIEVER-263.html,,http://www.fci.be/Nomenclature/Standards/263g08-en.pdf
264,MASTIFF,Molossian type,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/MASTIFF-264.html,,http://www.fci.be/Nomenclature/Standards/264g02-en.pdf
265,NORWEGIAN LUNDEHUND,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-LUNDEHUND-265.html,http://www.fci.be/Nomenclature/Illustrations/265g05.jpg,http://www.fci.be/Nomenclature/Standards/265g05-en.pdf
266,HYGEN HOUND,Scent hounds,,NORWAY,http://www.fci.be/en/nomenclature/HYGEN-HOUND-266.html,http://www.fci.be/Nomenclature/Illustrations/266g06.jpg,http://www.fci.be/Nomenclature/Standards/266g06-en.pdf
267,HALDEN HOUND,Scent hounds,,NORWAY,http://www.fci.be/en/nomenclature/HALDEN-HOUND-267.html,http://www.fci.be/Nomenclature/Illustrations/267g06.jpg,http://www.fci.be/Nomenclature/Standards/267g06-en.pdf
268,NORWEGIAN ELKHOUND BLACK,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-BLACK-268.html,http://www.fci.be/Nomenclature/Illustrations/268g05.jpg,http://www.fci.be/Nomenclature/Standards/268g05-en.pdf
269,SALUKI,Long-haired or fringed Sighthounds,,MIDDLE EAST,http://www.fci.be/en/nomenclature/SALUKI-269.html,,http://www.fci.be/Nomenclature/Standards/269g10-en.pdf
270,SIBERIAN HUSKY,Nordic Sledge Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/SIBERIAN-HUSKY-270.html,,http://www.fci.be/Nomenclature/Standards/270g05-en.pdf
271,BEARDED COLLIE,Sheepdogs,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BEARDED-COLLIE-271.html,http://www.fci.be/Nomenclature/Illustrations/271g01.jpg,http://www.fci.be/Nomenclature/Standards/271g01-en.pdf
272,NORFOLK TERRIER,Small sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/NORFOLK-TERRIER-272.html,http://www.fci.be/Nomenclature/Illustrations/272g03.jpg,http://www.fci.be/Nomenclature/Standards/272g03-en.pdf
273,CANAAN DOG,Primitive type,,ISRAEL,http://www.fci.be/en/nomenclature/CANAAN-DOG-273.html,,http://www.fci.be/Nomenclature/Standards/273g05-en.pdf
274,GREENLAND DOG,Nordic Sledge Dogs,,GREENLAND,http://www.fci.be/en/nomenclature/GREENLAND-DOG-274.html,http://www.fci.be/Nomenclature/Illustrations/274g05.jpg,http://www.fci.be/Nomenclature/Standards/274g05-en.pdf
276,NORRBOTTENSPITZ,Nordic Hunting Dogs,,SWEDEN,http://www.fci.be/en/nomenclature/NORRBOTTENSPITZ-276.html,http://www.fci.be/Nomenclature/Illustrations/276g05.jpg,http://www.fci.be/Nomenclature/Standards/276g05-en.pdf
277,CROATIAN SHEPHERD DOG,Sheepdogs,,CROATIA,http://www.fci.be/en/nomenclature/CROATIAN-SHEPHERD-DOG-277.html,http://www.fci.be/Nomenclature/Illustrations/277g01.jpg,http://www.fci.be/Nomenclature/Standards/277g01-en.pdf
278,KARST SHEPHERD DOG,Molossian type,,SLOVENIA,http://www.fci.be/en/nomenclature/KARST-SHEPHERD-DOG-278.html,http://www.fci.be/Nomenclature/Illustrations/278g02.jpg,http://www.fci.be/Nomenclature/Standards/278g02-en.pdf
279,MONTENEGRIN MOUNTAIN HOUND,Scent hounds,,MONTENEGRO,http://www.fci.be/en/nomenclature/MONTENEGRIN-MOUNTAIN-HOUND-279.html,http://www.fci.be/Nomenclature/Illustrations/279g06.jpg,http://www.fci.be/Nomenclature/Standards/279g06-en.pdf
281,OLD DANISH POINTING DOG,Continental Pointing Dogs,,DENMARK,http://www.fci.be/en/nomenclature/OLD-DANISH-POINTING-DOG-281.html,,http://www.fci.be/Nomenclature/Standards/281g07-en.pdf
282,GRAND GRIFFON VENDEEN,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/GRAND-GRIFFON-VENDEEN-282.html,http://www.fci.be/Nomenclature/Illustrations/282g06.jpg,http://www.fci.be/Nomenclature/Standards/282g06-en.pdf
283,COTON DE TULEAR,Bichons and related breeds,,MADAGASCAR,http://www.fci.be/en/nomenclature/COTON-DE-TULEAR-283.html,,http://www.fci.be/Nomenclature/Standards/283g09-en.pdf
284,LAPPONIAN HERDER,Nordic Watchdogs and Herders,,FINLAND,http://www.fci.be/en/nomenclature/LAPPONIAN-HERDER-284.html,,http://www.fci.be/Nomenclature/Standards/284g05-en.pdf
285,SPANISH GREYHOUND,Short-haired Sighthounds,,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-GREYHOUND-285.html,,http://www.fci.be/Nomenclature/Standards/285g10-en.pdf
286,AMERICAN STAFFORDSHIRE TERRIER,Bull type Terriers,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-STAFFORDSHIRE-TERRIER-286.html,,http://www.fci.be/Nomenclature/Standards/286g03-en.pdf
287,AUSTRALIAN CATTLE DOG,Cattledogs (except Swiss Cattledogs),,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-CATTLE-DOG-287.html,http://www.fci.be/Nomenclature/Illustrations/287g01.jpg,http://www.fci.be/Nomenclature/Standards/287g01-en.pdf
288,CHINESE CRESTED DOG,Hairless Dogs,,CHINA,http://www.fci.be/en/nomenclature/CHINESE-CRESTED-DOG-288.html,http://www.fci.be/Nomenclature/Illustrations/288g09.jpg,http://www.fci.be/Nomenclature/Standards/288g09-en.pdf
289,ICELANDIC SHEEPDOG,Nordic Watchdogs and Herders,,ICELAND,http://www.fci.be/en/nomenclature/ICELANDIC-SHEEPDOG-289.html,http://www.fci.be/Nomenclature/Illustrations/289g05.jpg,http://www.fci.be/Nomenclature/Standards/289g05-en.pdf
290,BEAGLE HARRIER,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/BEAGLE-HARRIER-290.html,,http://www.fci.be/Nomenclature/Standards/290g06-en.pdf
291,EURASIAN,Asian Spitz and related breeds,,GERMANY,http://www.fci.be/en/nomenclature/EURASIAN-291.html,http://www.fci.be/Nomenclature/Illustrations/291g05.jpg,http://www.fci.be/Nomenclature/Standards/291g05-en.pdf
292,DOGO ARGENTINO,Molossian type,,ARGENTINA,http://www.fci.be/en/nomenclature/DOGO-ARGENTINO-292.html,http://www.fci.be/Nomenclature/Illustrations/292g02.jpg,http://www.fci.be/Nomenclature/Standards/292g02-en.pdf
293,AUSTRALIAN KELPIE,Sheepdogs,,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-KELPIE-293.html,http://www.fci.be/Nomenclature/Illustrations/293g01.jpg,http://www.fci.be/Nomenclature/Standards/293g01-en.pdf
294,OTTERHOUND,Scent hounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/OTTERHOUND-294.html,http://www.fci.be/Nomenclature/Illustrations/294g06.jpg,http://www.fci.be/Nomenclature/Standards/294g06-en.pdf
295,HARRIER,Scent hounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/HARRIER-295.html,,http://www.fci.be/Nomenclature/Standards/295g06-en.pdf
296,COLLIE SMOOTH,Sheepdogs,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/COLLIE-SMOOTH-296.html,http://www.fci.be/Nomenclature/Illustrations/296g01.jpg,http://www.fci.be/Nomenclature/Standards/296g01-en.pdf
297,BORDER COLLIE,Sheepdogs,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BORDER-COLLIE-297.html,http://www.fci.be/Nomenclature/Illustrations/297g01.jpg,http://www.fci.be/Nomenclature/Standards/297g01-en.pdf
298,ROMAGNA WATER DOG,Water Dogs,,ITALY,http://www.fci.be/en/nomenclature/ROMAGNA-WATER-DOG-298.html,http://www.fci.be/Nomenclature/Illustrations/298g08-1.jpg,http://www.fci.be/Nomenclature/Standards/298g08-en.pdf
299,GERMAN HOUND,Scent hounds,,GERMANY,http://www.fci.be/en/nomenclature/GERMAN-HOUND-299.html,,http://www.fci.be/Nomenclature/Standards/299g06-en.pdf
300,BLACK AND TAN COONHOUND,Scent hounds,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/BLACK-AND-TAN-COONHOUND-300.html,http://www.fci.be/Nomenclature/Illustrations/300g06.jpg,http://www.fci.be/Nomenclature/Standards/300g06-en.pdf
301,AMERICAN WATER SPANIEL,Water Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-WATER-SPANIEL-301.html,,http://www.fci.be/Nomenclature/Standards/301g08-en.pdf
302,IRISH GLEN OF IMAAL TERRIER,Large and medium sized Terriers,,IRELAND,http://www.fci.be/en/nomenclature/IRISH-GLEN-OF-IMAAL-TERRIER-302.html,,http://www.fci.be/Nomenclature/Standards/302g03-en.pdf
303,AMERICAN FOXHOUND,Scent hounds,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-FOXHOUND-303.html,,http://www.fci.be/Nomenclature/Standards/303g06-en.pdf
304,RUSSIAN-EUROPEAN LAIKA,Nordic Hunting Dogs,,RUSSIA,http://www.fci.be/en/nomenclature/RUSSIAN-EUROPEAN-LAIKA-304.html,,http://www.fci.be/Nomenclature/Standards/304g05-en.pdf
305,EAST SIBERIAN LAIKA,Nordic Hunting Dogs,,RUSSIA,http://www.fci.be/en/nomenclature/EAST-SIBERIAN-LAIKA-305.html,http://www.fci.be/Nomenclature/Illustrations/305g05-1.jpg,http://www.fci.be/Nomenclature/Standards/305g05-en.pdf
306,WEST SIBERIAN LAIKA,Nordic Hunting Dogs,,RUSSIA,http://www.fci.be/en/nomenclature/WEST-SIBERIAN-LAIKA-306.html,,http://www.fci.be/Nomenclature/Standards/306g05-en.pdf
307,AZAWAKH,Short-haired Sighthounds,,MALI,http://www.fci.be/en/nomenclature/AZAWAKH-307.html,http://www.fci.be/Nomenclature/Illustrations/307g10-1.jpg,http://www.fci.be/Nomenclature/Standards/307g10-en.pdf
308,DUTCH SMOUSHOND,Pinscher and Schnauzer type,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SMOUSHOND-308.html,,http://www.fci.be/Nomenclature/Standards/308g02-en.pdf
309,SHAR PEI,Molossian type,,CHINA,http://www.fci.be/en/nomenclature/SHAR-PEI-309.html,,http://www.fci.be/Nomenclature/Standards/309g02-en.pdf
310,PERUVIAN HAIRLESS DOG,Primitive type,,PERU,http://www.fci.be/en/nomenclature/PERUVIAN-HAIRLESS-DOG-310.html,http://www.fci.be/Nomenclature/Illustrations/310g05.jpg,http://www.fci.be/Nomenclature/Standards/310g05-en.pdf
311,SAARLOOS WOLFHOND,Sheepdogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/SAARLOOS-WOLFHOND-311.html,http://www.fci.be/Nomenclature/Illustrations/311g01-1.jpg,http://www.fci.be/Nomenclature/Standards/311g01-en.pdf
312,NOVA SCOTIA DUCK TOLLING RETRIEVER,Retrievers,,CANADA,http://www.fci.be/en/nomenclature/NOVA-SCOTIA-DUCK-TOLLING-RETRIEVER-312.html,,http://www.fci.be/Nomenclature/Standards/312g08-en.pdf
313,DUTCH SCHAPENDOES,Sheepdogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SCHAPENDOES-313.html,http://www.fci.be/Nomenclature/Illustrations/313g01.jpg,http://www.fci.be/Nomenclature/Standards/313g01-en.pdf
314,NEDERLANDSE KOOIKERHONDJE,Flushing Dogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/NEDERLANDSE-KOOIKERHONDJE-314.html,http://www.fci.be/Nomenclature/Illustrations/314g08-1.jpg,http://www.fci.be/Nomenclature/Standards/314g08-en.pdf
315,BROHOLMER,Molossian type,,DENMARK,http://www.fci.be/en/nomenclature/BROHOLMER-315.html,http://www.fci.be/Nomenclature/Illustrations/315g02.jpg,http://www.fci.be/Nomenclature/Standards/315g02-en.pdf
316,FRENCH WHITE AND ORANGE HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-WHITE-AND-ORANGE-HOUND-316.html,,http://www.fci.be/Nomenclature/Standards/316g06-en.pdf
317,KAI,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/KAI-317.html,http://www.fci.be/Nomenclature/Illustrations/317g05.jpg,http://www.fci.be/Nomenclature/Standards/317g05-en.pdf
318,KISHU,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/KISHU-318.html,http://www.fci.be/Nomenclature/Illustrations/318g05.jpg,http://www.fci.be/Nomenclature/Standards/318g05-en.pdf
319,SHIKOKU,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/SHIKOKU-319.html,http://www.fci.be/Nomenclature/Illustrations/319g05.jpg,http://www.fci.be/Nomenclature/Standards/319g05-en.pdf
320,WIREHAIRED SLOVAKIAN POINTER,Continental Pointing Dogs,,SLOVAKIA,http://www.fci.be/en/nomenclature/WIREHAIRED-SLOVAKIAN-POINTER-320.html,,http://www.fci.be/Nomenclature/Standards/320g07-en.pdf
321,MAJORCA SHEPHERD DOG,Sheepdogs,,SPAIN,http://www.fci.be/en/nomenclature/MAJORCA-SHEPHERD-DOG-321.html,,
322,GREAT ANGLO-FRENCH TRICOLOUR HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-TRICOLOUR-HOUND-322.html,,http://www.fci.be/Nomenclature/Standards/322g06-en.pdf
323,GREAT ANGLO-FRENCH WHITE AND BLACK HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-WHITE-AND-BLACK-HOUND-323.html,http://www.fci.be/Nomenclature/Illustrations/323g06.jpg,http://www.fci.be/Nomenclature/Standards/323g06-en.pdf
324,GREAT ANGLO-FRENCH WHITE & ORANGE HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-WHITE-ORANGE-HOUND-324.html,,http://www.fci.be/Nomenclature/Standards/324g06-en.pdf
325,MEDIUM-SIZED ANGLO-FRENCH HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/MEDIUM-SIZED-ANGLO-FRENCH-HOUND-325.html,,http://www.fci.be/Nomenclature/Standards/325g06-en.pdf
326,SOUTH RUSSIAN SHEPHERD DOG,Sheepdogs,,RUSSIA,http://www.fci.be/en/nomenclature/SOUTH-RUSSIAN-SHEPHERD-DOG-326.html,,http://www.fci.be/Nomenclature/Standards/326g01-en.pdf
327,RUSSIAN BLACK TERRIER,Pinscher and Schnauzer type,,RUSSIA,http://www.fci.be/en/nomenclature/RUSSIAN-BLACK-TERRIER-327.html,,http://www.fci.be/Nomenclature/Standards/327g02-en.pdf
328,CAUCASIAN SHEPHERD DOG,Molossian type,,RUSSIA,http://www.fci.be/en/nomenclature/CAUCASIAN-SHEPHERD-DOG-328.html,http://www.fci.be/Nomenclature/Illustrations/328g02.jpg,http://www.fci.be/Nomenclature/Standards/328g02-en.pdf
329,CANARIAN WARREN HOUND,Primitive type - Hunting Dogs,,SPAIN,http://www.fci.be/en/nomenclature/CANARIAN-WARREN-HOUND-329.html,http://www.fci.be/Nomenclature/Illustrations/329g05.jpg,http://www.fci.be/Nomenclature/Standards/329g05-en.pdf
330,IRISH RED AND WHITE SETTER,British and Irish Pointers and Setters,,IRELAND,http://www.fci.be/en/nomenclature/IRISH-RED-AND-WHITE-SETTER-330.html,,http://www.fci.be/Nomenclature/Standards/330g07-en.pdf
331,KANGAL SHEPHERD DOG,Molossian type,,TURKEY,http://www.fci.be/en/nomenclature/KANGAL-SHEPHERD-DOG-331.html,http://www.fci.be/Nomenclature/Illustrations/331g02.jpg,http://www.fci.be/Nomenclature/Standards/331g02-en.pdf
332,CZECHOSLOVAKIAN WOLFDOG,Sheepdogs,,SLOVAKIA,http://www.fci.be/en/nomenclature/CZECHOSLOVAKIAN-WOLFDOG-332.html,,http://www.fci.be/Nomenclature/Standards/332g01-en.pdf
333,POLISH GREYHOUND,Short-haired Sighthounds,,POLAND,http://www.fci.be/en/nomenclature/POLISH-GREYHOUND-333.html,,http://www.fci.be/Nomenclature/Standards/333g10-en.pdf
334,KOREA JINDO DOG,Asian Spitz and related breeds,,REPUBLIC OF KOREA,http://www.fci.be/en/nomenclature/KOREA-JINDO-DOG-334.html,http://www.fci.be/Nomenclature/Illustrations/334g05.jpg,http://www.fci.be/Nomenclature/Standards/334g05-en.pdf
335,CENTRAL ASIA SHEPHERD DOG,Molossian type,,RUSSIA,http://www.fci.be/en/nomenclature/CENTRAL-ASIA-SHEPHERD-DOG-335.html,http://www.fci.be/Nomenclature/Illustrations/335g02-1.jpg,http://www.fci.be/Nomenclature/Standards/335g02-en.pdf
336,SPANISH WATER DOG,Water Dogs,,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-WATER-DOG-336.html,,http://www.fci.be/Nomenclature/Standards/336g08-en.pdf
337,ITALIAN SHORT-HAIRED SEGUGIO,Scent hounds,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-SHORT-HAIRED-SEGUGIO-337.html,http://www.fci.be/Nomenclature/Illustrations/337g06.jpg,http://www.fci.be/Nomenclature/Standards/337g06-en.pdf
338,THAI RIDGEBACK DOG,Primitive type - Hunting Dogs,,THAILAND,http://www.fci.be/en/nomenclature/THAI-RIDGEBACK-DOG-338.html,,http://www.fci.be/Nomenclature/Standards/338g05-en.pdf
339,PARSON RUSSELL TERRIER,Large and medium sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/PARSON-RUSSELL-TERRIER-339.html,http://www.fci.be/Nomenclature/Illustrations/339g03.jpg,http://www.fci.be/Nomenclature/Standards/339g03-en.pdf
340,SAINT MIGUEL CATTLE DOG,Molossian type,,PORTUGAL,http://www.fci.be/en/nomenclature/SAINT-MIGUEL-CATTLE-DOG-340.html,,http://www.fci.be/Nomenclature/Standards/340g02-en.pdf
341,BRAZILIAN TERRIER,Large and medium sized Terriers,,BRAZIL,http://www.fci.be/en/nomenclature/BRAZILIAN-TERRIER-341.html,http://www.fci.be/Nomenclature/Illustrations/341g03.jpg,http://www.fci.be/Nomenclature/Standards/341g03-en.pdf
342,AUSTRALIAN SHEPHERD,Sheepdogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AUSTRALIAN-SHEPHERD-342.html,,http://www.fci.be/Nomenclature/Standards/342g01-en.pdf
343,ITALIAN CANE CORSO,Molossian type,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-CANE-CORSO-343.html,http://www.fci.be/Nomenclature/Illustrations/343g02.jpg,http://www.fci.be/Nomenclature/Standards/343g02-en.pdf
344,AMERICAN AKITA,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/AMERICAN-AKITA-344.html,,http://www.fci.be/Nomenclature/Standards/344g05-en.pdf
345,JACK RUSSELL TERRIER,Small sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/JACK-RUSSELL-TERRIER-345.html,http://www.fci.be/Nomenclature/Illustrations/345g03-2.jpg,http://www.fci.be/Nomenclature/Standards/345g03-en.pdf
346,DOGO CANARIO,Molossian type,,SPAIN,http://www.fci.be/en/nomenclature/DOGO-CANARIO-346.html,,http://www.fci.be/Nomenclature/Standards/346g02-en.pdf
347,WHITE SWISS SHEPHERD DOG,Sheepdogs,,SWITZERLAND,http://www.fci.be/en/nomenclature/WHITE-SWISS-SHEPHERD-DOG-347.html,http://www.fci.be/Nomenclature/Illustrations/347g01-1.jpg,http://www.fci.be/Nomenclature/Standards/347g01-en.pdf
348,TAIWAN DOG,Primitive type - Hunting Dogs,,TAIWAN,http://www.fci.be/en/nomenclature/TAIWAN-DOG-348.html,,http://www.fci.be/Nomenclature/Standards/348g05-en.pdf
349,ROMANIAN MIORITIC SHEPHERD DOG,Sheepdogs,,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-MIORITIC-SHEPHERD-DOG-349.html,,http://www.fci.be/Nomenclature/Standards/349g01-en.pdf
350,ROMANIAN CARPATHIAN SHEPHERD DOG,Sheepdogs,,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-CARPATHIAN-SHEPHERD-DOG-350.html,http://www.fci.be/Nomenclature/Illustrations/350g01.jpg,http://www.fci.be/Nomenclature/Standards/350g01-en.pdf
351,AUSTRALIAN STUMPY TAIL CATTLE DOG,Cattledogs (except Swiss Cattledogs),7/6/2005,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-STUMPY-TAIL-CATTLE-DOG-351.html,,http://www.fci.be/Nomenclature/Standards/351g01-en.pdf
352,RUSSIAN TOY,Continental Toy Spaniel and Russian Toy,,RUSSIA,http://www.fci.be/en/nomenclature/RUSSIAN-TOY-352.html,http://www.fci.be/Nomenclature/Illustrations/352g09-1.jpg,http://www.fci.be/Nomenclature/Standards/352g09-en.pdf
353,CIMARRÓN URUGUAYO,Molossian type,,URUGUAY,http://www.fci.be/en/nomenclature/CIMARRON-URUGUAYO-353.html,,http://www.fci.be/Nomenclature/Standards/353g02-en.pdf
354,POLISH HUNTING DOG,Scent hounds,,POLAND,http://www.fci.be/en/nomenclature/POLISH-HUNTING-DOG-354.html,,http://www.fci.be/Nomenclature/Standards/354g06-en.pdf
355,BOSNIAN AND HERZEGOVINIAN - CROATIAN SHEPHERD DOG,Molossian type,,"BOSNIA AND HERZEGOVINA, CROATIA",http://www.fci.be/en/nomenclature/BOSNIAN-AND-HERZEGOVINIAN-CROATIAN-SHEPHERD-DOG-355.html,,http://www.fci.be/Nomenclature/Standards/355g02-en.pdf
356,DANISH-SWEDISH FARMDOG,Pinscher and Schnauzer type,7/5/2008,"DENMARK, SWEDEN",http://www.fci.be/en/nomenclature/DANISH-SWEDISH-FARMDOG-356.html,http://www.fci.be/Nomenclature/Illustrations/356g02.jpg,http://www.fci.be/Nomenclature/Standards/356g02-en.pdf
357,ROMANIAN BUCOVINA SHEPHERD,Molossian type,3/26/2009,ROMANIA,http://www.fci.be/en/nomenclature/ROMANIAN-BUCOVINA-SHEPHERD-357.html,http://www.fci.be/Nomenclature/Illustrations/357g02.jpg,http://www.fci.be/Nomenclature/Standards/357g02-en.pdf
358,THAI BANGKAEW DOG,Asian Spitz and related breeds,4/14/2011,THAILAND,http://www.fci.be/en/nomenclature/THAI-BANGKAEW-DOG-358.html,http://www.fci.be/Nomenclature/Illustrations/358g05.jpg,http://www.fci.be/Nomenclature/Standards/358g05-en.pdf
359,MINIATURE BULL TERRIER,Bull type Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/MINIATURE-BULL-TERRIER-359.html,http://www.fci.be/Nomenclature/Illustrations/359g03.jpg,http://www.fci.be/Nomenclature/Standards/359g03-en.pdf
